날짜,리뷰,별점,month
2022년 8월 3일,워치용 앱도 지원해주시면 좋을 것 같습니다.,5,2022년
2021년 1월 19일,투자도 소소하게 할 수 있고 매주 럭키볼 기대돼서 좋아요 ㅎㅎ,5,2021년
2021년 3월 23일,럭키볼결과보러들어갔는데 계속튕기네요 빠른해결요청합니다,5,2021년
2020년 11월 16일,불편하네 업데이트하느데 화면 꺼질때까지 안되넹,2,2020년
2020년 12월 10일,광고알림 꺼도 다시 살아나는 좀비,1,2020년
2020년 8월 2일,페이증권 인출은 어떻게 하는건가요?? 왜이렇게 번거롭죠??? 다른 증권이랑 너무 차이나는데요??? 제가.몰랐을수도 있겠지만 제가 못찾을 정도면 진짜 불편한거에요,1,2020년
2020년 10월 26일,페이 교통카드는 왜 카톡에는 넣어놓고 정작 페이앱에는 넣어놓지않는지. 있는줄알고 한참찾았네,1,2020년
2019년 8월 8일,배라 카드결제 된다고 하길래 바로 가서 해봤는데 카드 otp 오류인가 계속 뜨면서 안된다고하네요 ㅡㅡ,1,2019년
2020년 10월 31일,카카오페이로 송금받았는데 기존계정이 아니라고 계속 나와서 못받고 있습니다 어떻게하면 좋을지요,4,2020년
2021년 2월 9일,결제도 되고 펀드 투자도 되고 이벤트도 있고 할 수 있는 게 많은데 일반은행 앱처럼 무겁지 않고 가벼워서 좋다,5,2021년
2022년 2월 16일,인증불가로 쓸수가 없습니다.. 아무리 인증해봐도 본인인증이 안된다네요...ㅎㅎㅎㅎ 몇년째 문의중인데 누가 해결해주시나요?,1,2022년
2020년 4월 8일,요새 통합계좌 금액하고 카드사용금액이 업데이트가 안됩니다.,3,2020년
2022년 2월 8일,그냥 스레기 같은앱. 앱 수준이 경쟁사 보다 너무 떨어짐,1,2022년
2020년 5월 11일,로그인하려는데 인증하면 왜 자꾸 세션만료됬다면서 꺼지는거여.... 로그인 어떻게 하라구,1,2020년
2022년 11월 14일,카카오페이 계정 인증 절차 복잡 하게 하네 계속 같은 인증 절차 무한반복 카카오페이 제대로 못써 보겠네 휴대폰 인증 계속 하고 계정비번 바꿔야 되고 페이 인증호 도 안되고 바꾸려니까 권한인증 실패 뜨고 페이지 오류 터치 오류 결국 포기하게 만들고 카카오페이 대체 왜 이럼니까 정말 하다가 화가 나내요 정말!!!,1,2022년
2021년 9월 4일,"아니 신분증인식안된대서 씩씩대며 재발급까지 받았더만 , 재발급받은 신분증도 인식이안된다하면 뭐 어쩌자는거야 ;;; 내돈은어쩌라고??",1,2021년
2022년 1월 3일,업뎃 이후로 사용자가 보기 어렵게 만들어지는건 누구 아디이어에서 나온건가요? 급한 일이 있어서 미니금고에 모아둔 돈을 빼려고 하는데 어디서 해야 하는지 찾을수가 없네요. 당장 개선해주세요,1,2022년
2023년 1월 9일,가끔 폰꺼내기 귀찮을때 워치로 네이버페이 결제 하는데 워치앱 없는건 너무 아쉽다,3,2023년
2022년 5월 25일,본인확인 절차가 생긴 이후로 저같이 주민등록증이나 운전면허증이 없는 학생들은 앱을 들어가지도 못함,1,2022년
2021년 10월 5일,왜 시작시 소리기 크죠 ? 그리고 지문인식 실패 및 각종 인증 실패뜹니다,2,2021년
2022년 4월 26일,생각보다 사용이 쉽지 않아서 점수는 이렇게 합니다,4,2022년
2021년 4월 13일,럭키볼은 사랑입니다 퀘스트를 다양하게,5,2021년
2022년 6월 22일,체크카드분실해서 재발급할려고하는데 안되내요ㅠㅠ 예전에쓰던번호인데 그거번호가없어서 인증을못하는데 도대체어떻해해결하라는건가요?,1,2022년
2021년 10월 7일,너무 편리하고 좋아요 꾸준히 사용하려고요,5,2021년
2021년 1월 25일,여러가지 재미있는 이벤트가 많아서 돈모으기 즐거워요,5,2021년
2021년 8월 6일,교통카드에 잔액이 있는데도 10번을 넘게 찍어도 안돼고 나중에는 사용할수 없는 카드라 나와서 결국은 현금내고 버스 승차하고서 내역 확인하니 1200원 결제 됐던데 뭐죠? 카드가 안찍혔으면 돈도 안빠졌어야죠ㅡㅡ 환불해주세요,1,2021년
2022년 1월 20일,업데이트 이후 접촉불량 연결상태 문구가 계속뜸,1,2022년
2021년 5월 6일,결제 인터페이스에서 결제시 어떤카드에서 지출되는지를 알수있게 현재 주카드를 보여주는게 어떨까요? 삼성페이는 카드가 눈앞에 보이는상태에서 결제하기에 내가 하는 결제가 어디로빠지는지 명확하게 보이지만 이 카카오페이는 어떤카드로 빠지는지에 대해 결제전에는 보이질않네요. 결제하는사람 입장에서 어디로빠지는지가 실시간으로 인지되지않는 지불을 선뜻할 사람이 몇이나될까요?,4,2021년
2021년 2월 9일,간편하고 이용의 편의성이 높습니더,4,2021년
2021년 8월 26일,로그인 하니까 이미 가입된 계정이 있다고 공지사항 참고하아고 계속 뜨고 접근이 아예 안되네요 어떻게 해야합니까,1,2021년
2022년 11월 30일,느리고 안열림. 작동을 잘 안함,1,2022년
2020년 2월 10일,예약송금 버턴이 사라졌나요?. 예약충전은 있는데 예약송금 버턴 찾는데 1시간 걸려도 못 찾겠어요.,5,2020년
2022년 1월 10일,간편하게 결재 및 송금이 가능해서 좋네요.,5,2022년
2022년 5월 25일,편리하고 다양한 형태의 제품을 사용해 볼 수 있는 것이 특징,5,2022년
2020년 12월 29일,알포인트가 쌓이는데 내포인트가 매달어디로 가는지 어떻게 사용하는지몰라 아직사용안해봤는데 함사용해보려고합니다 사용해보고 다시 리뷰을 남기려고 별두개는 남겨두었읍니다,3,2020년
2021년 8월 21일,로그인할려고하니깐계속네트워크 문제로 좀있다가 로그인하라고만에러뜨네요 진짜탈퇴하고싶은데 할수있는방법도없고..나원참..이런거개선안하고뭐하시는지,1,2021년
2020년 12월 23일,사용자탈퇴하려고하는데 계속에서 일시적인 오류라고 하는데 확인좀 부탁드릴게요~,3,2020년
2022년 3월 15일,선물할때도 편리하고 있으면 넘나 좋은꿀템 입니다😀😀,5,2022년
2021년 4월 12일,신분증촬영 잘못했다고 실명 미인증때문에 입금도안되고 다시 촬영해도 같은대 도대체 어떻게해야되나요,1,2021년
2020년 9월 18일,내가 카카오페이 신청한 지 한달정도 되었는 데 교통카드에 잔액 없다면서 신한은행에 유튜브 프리미엄 가져가라고 만원 충전해놓은 거 얘네들이 사전 예고도 없이 교통카드 충전한다고 가져감... ㅆ,1,2020년
2021년 9월 30일,편하구 쉽게 결제가 가능해서 좋아요,5,2021년
2022년 1월 31일,카카오페이 종합 계좌번호를 보기가 너무 어렵습니다! 당장 개선시켜주세요. 돈 부치려고 해도 계좌번호를 어디서 봐야하는지 전혀 직관적이지 않습니다.,1,2022년
2020년 8월 22일,해외거주중인 유학생입니다. 휴대폰 번호가 미국번호다보니 카드인증도 되지 않습니다. 어떻게 해야하나요,5,2020년
2020년 12월 29일,소액 펀드도 있고 쓰기 편해요.,5,2020년
2021년 10월 12일,앱 실행시 소리 좀 끄게 해주세요 소리도 작기나 하나..,3,2021년
2021년 2월 15일,혹시 카카오 미니를 휴대폰 인증 없이 사용할 수는 없나요 예를들어 주민등록 인증같은걸 넣어주시면 감사하겠습니다,4,2021년
2022년 10월 15일,대체 언제까지 일시적오류 로그인 안 되서 못 쓰는지 ..,1,2022년
2019년 8월 24일,우선 연결가능한 은행이 많아서 편리해요 그런데 최소충전금액이 만원인게 불편하네요 이것만 계선해주세요,3,2019년
2023년 1월 20일,기존 카톡계정과 불일치하다고 일치시키라는데 무슨 제약조건이 이리 많은지.. 사용 포기가 답!,1,2023년
2021년 10월 7일,교통카드 메뉴가 없네요??? 카카오톡으로 들어가면 있는데 카카오페이 앱에서는 보이지 않아요.,3,2021년
2022년 6월 28일,최상의 조건 과 서비스 앱입니다. 추천 드려요~,5,2022년
2021년 10월 7일,빠르고 편리하게 계좌송금도 되고 짱!,5,2021년
2020년 11월 11일,서버관리좀 제대로 해주십쇼 주문 결제하는 데 서버문제로 취소가 계속 되고있어요;,1,2020년
2021년 6월 13일,아니 카카오톡 계정 삭제해가지고 카카오페이 다시할라는데 자꾸 아이디가 이미 있다는데 그계정으로 로그인하면 이미 가입된계정 어쩌고 하면서 또 로그인안되고 아니 로그인을해야 계정을 지우던가하지... 나같은사람 한둘이아닌거같은데 문제 개선을 할생각이 없나??,1,2021년
2021년 10월 2일,시작할때 딸랑딸랑 소리가 납니다. 왜 소리가 나와야 하나요? 어떻게 끄나요? 핸드폰을 진동으로 하세요 같은 답을 달지 말고 방법을 알려주세요,1,2021년
2021년 3월 23일,럭키볼 당첨 확인하려는데 왜 자꾸 튕기는거죠? (+) 재설치하니 아예 로그인도 안되네요 금융관련 어플이 작동 자체를 안하는건 심각한 문제 아닌가요?,1,2021년
2021년 4월 6일,사용방법간단하고 서비스우수합니다~,5,2021년
2022년 1월 29일,도대체가 뭐가 휴먼계정이라고 나오는데 비번 재설정해도 없다고 하면서 계속 휴먼계정이라고만 뜨고 어쩌라는건지,1,2022년
2022년 10월 15일,계속 오류 나는데 뭔일있나요ㅡㅡ 데브톡은 또 뭐고 읽지도 못하게 휙 지나가고 공지도 없고 금융 기관이란데서 이게 뭐하는 건가요 평일 장 중에도 오류 나더니...오늘은 그나마 주말이긴 하지만 진짜 좀 그래요,2,2022년
2020년 12월 29일,경품 푸짐하고 좋아요~활력소 역할 톡톡히 하네요^^*,5,2020년
2019년 8월 20일,루팅한적없는데 루팅된폰이라 결제안된대요 잘만 사용하다가 갑자기 다음날부터 에러떠서 사용못하고 있어요 어떻게 해야되나요? 루팅할줄도 모르고 진짜 안했음,5,2019년
2022년 8월 31일,주식선물 기능 카카오로그인에서 애러코드 수정 좀 해주세요. 안되는데 언제 고치는 건지..,1,2022년
2021년 1월 2일,진짜 쓰레기어플임 무슨공지도안하고 몇일째 서버에러 어휴 알고는있냐 일좀해라 놀지만말고,1,2021년
2022년 8월 10일,업데이트가 안됩니다 취소도 안됩니다,1,2022년
2022년 2월 9일,사용자 정보가 틀리다면서 가입조차 안 시켜주고 명의도 제데로 안 바꿔주고 뱅크만 계속 이용중인데 이럴꺼면 카카오 결제 뱅크도 하게 해주세요.,1,2022년
2022년 9월 13일,카카오페이 본인 인증 수단으로 민증을 이용하려 했는데 정보를 올바르게 입력하고 몇 번이나 확인을 했음에도 신분증 정보가 맞지 않다고 오류가 뜹니다,1,2022년
2021년 10월 1일,송금시 간단 편리함. 아주 좋아!,5,2021년
2022년 12월 7일,아니 왜 계속 앱이 안 열리는겁니까? 지금 몇번이나 삭제하고 설치 하는중인데,1,2022년
2019년 5월 30일,결제가 직관적이어서 편리하네요! 앞으로도 기대할게요,5,2019년
2021년 10월 26일,뭐가 졸라 많아져서 졸라 복잡합니다 점점 미로가 되가는 앱 직관적으로 찾아볼 수 있게 해주세요 미니금고랑 다 숨겨둬서 너무 불편해요 치매예방 어플인가요,3,2021년
2019년 11월 10일,이거 조금 이상해요... 계좌연결때문에 제 계좌 적었는데 이미 등록되어 있는 계좌라고 하고 계좌연결된거 확인하려니까 연결되어 있는 계좌가 없데요...,3,2019년
2022년 6월 11일,분명 미자여도 신분증 없이도 가능해서 편리했는데 갑자기 신분증을 인증하라니....플레이스토어 어플에서 환불받으면 카카오페이로 받는데 그거 내 다른계좌로 송금 못하니 스트레스 받네요,1,2022년
2022년 1월 5일,기능은 많아지는데 쓰는건 정해진 패턴,5,2022년
2021년 4월 13일,너무 편리하고 쓰기편해요~,4,2021년
2021년 3월 2일,"유용한 앱, 아주 잘 쓰고 있습니다. 추천해요~!",5,2021년
2022년 8월 1일,신분증 인식도 못하는 기술 가지고 있으면서 무슨 ^^... 신분증 찍다가 열받아서 지웠습니다 하...ㅋㅋ 신분증 인식도 못하는데 제가 어떻게 주식앱을 신뢰합니까 ㅋㅋㅋㅋ,1,2022년
2022년 4월 16일,업데이트 이후에 청소년은 아예 못 쓰게 만든건가요...? 인증방법이 민증과 면허밖에 없는건 무슨 일이죠?ㅠㅠ,1,2022년
2022년 3월 13일,비밀번호 재등록하고 로그인 까지 다했는데 또 재등록하라고 하면 어떡합니까!!!!,1,2022년
2023년 1월 27일,채팅에서 송금받기를 하려면 주민등록증이 필요한데아직 나이가 안되서 받지못하였는데 어케하나요.;!,1,2023년
2021년 8월 21일,아주좋와요 자동적립되고따로할핒료없시😀,5,2021년
2020년 7월 8일,편하고 너무좋아요.너무나도 유용해요,5,2020년
2021년 10월 6일,왜 기껏 업데이트 해놓고 이제 좀 미니금고 편하게 볼 수 있게 홈화면 추가하려고 했더니 다른것들 다 있는데 미니금고만 또 빼놨네요? 굳이? 왜??? 사람마다 편하라고 홈화면 편집하라고 여분 준거 아녀요? 왜 미니금고만 위젯 빼놨나요?,1,2021년
2019년 10월 17일,진짜 쓰지 마세요.. 소액 결제할때도 10000원 단위로 빼가서 짜증나요,1,2019년
2021년 11월 7일,돈 빠져나간다는 예고도없이 자동이체 시켜버리는 건 무슨 경우입니까? 사채업자에요? 내 통장 압류했어요? 뭐야 대체ㅡㅡ,1,2021년
2020년 6월 2일,돈을충전하고 결제 하려고 하는데 돈이 있는데도 결제오류가 계속나와요,1,2020년
2022년 8월 12일,사용하지도 않은 돈이 자동으로 빠져나갈때가 있어요,1,2022년
2021년 2월 16일,지웠다 다시깔았는데 로그인 안되네요^^ 쓰지마세여....다른거 갈아타러 갑니다,1,2021년
2021년 4월 25일,"""다른계정에서 사용중인 인증서가 있습니다. 하나의 계정에서만 이용가능하므로 계속 진행하시려면 기존 인증서를 삭제해주세요"" 다른 계정이 먼지 어케알라는거야 알아야 삭제를 하지 하루종일 찾아도 모르겟다 아으 열받아",1,2021년
2022년 10월 12일,최악이네요.오늘 잔고 확인해보니까 결재도 안했는데 10000원이 멋대로 빠져나가더라고요.이거 환불 요청하려면 어떻게 해야되요?이거 결재 오류좀 고쳐주세요!!,1,2022년
2022년 10월 14일,왜 어플이 안켜지죠? 지웠다 깔아도 왜 안켜지는거죠??,1,2022년
2022년 1월 21일,아니 지금 카카오페이 인증자체가 안되여 거기다 어플 뜨는 속도도 너무느리고 ㅡㅡ 업비트관련된 부분을 여러번 시도해도 안되는데 미치겠네여,1,2022년
2022년 3월 15일,편리하지만 아주 보편적이진 않습니다.,4,2022년
2022년 12월 29일,너무 불편해진 카카오페이 이러면 과연 누가사용할까? 결제가 힘들어졌는데 사용이제한된계정으로 막으면 누가사용하나요 맨날 상담사에게 해지부탁을해야 합니까? 요세 왜이렇게 변하는지 모르것다는 여러분 이거 불편하지 않나요? 전화했다면 이제그사람 인걸 인지 했다면 막지말아야지 왜 막는지 이유를 모르것다는. 제발 부탁입니다. 너무불편해요. 사진찍었다는,1,2022년
2020년 11월 13일,그냥 돈 주는 것처럼 광고 때려놓고 4명 끌여들여야 된다네 사기도 정도껏쳐야지,1,2020년
2023년 9월 7일,감사합니다 화이팅,5,2023년
2021년 11월 4일,교통카드를 워치에도 되게 해주세요 워치업데이트 부탁드립니다,5,2021년
2021년 7월 13일,교통카드 오류 너무 많아요 잔액이 부족하다던가 이미 하차가 됐다던가 등등,1,2021년
2021년 6월 22일,타인이보낸 카카오페이받으려고 내집주소를 왜물어보는거죠? 아니면 못받게 주소 계속 뮬어보게 프로그램을 짜놨네요? 주소수집해서 뭘하려고 하는진 모르겠는데 이미 본인확일할 개인정보 가지고 있을만큼 가지고 있으면서 주소까지 왜 수집하는지 이해가 1도 안가네요,1,2021년
2021년 1월 12일,자주사용하시는 분들이면 까는게좋을거같아요.,5,2021년
2023년 9월 25일,그냥 주니 더 좋네..,4,2023년
2020년 2월 24일,입출금 갱신이 바로바로 않되는데 개선 부탁드립니다,3,2020년
2021년 6월 2일,자산조회 증권사 연결해도 조회가 안됩니다. 연결되어서 조회가능하다고만 뜨고 실제로는 연결이 안되어있어요,1,2021년
2021년 9월 15일,전화번호 바꾸니까 로그인도 못하게 하고 탈퇴도 못하게 막아두는데 뭐 어쩌라는거냐,1,2021년
2021년 4월 16일,카카오페이에있는돈을 계좌로 보내려햇는데 왜 자꾸 충전이되는거죠? 괜히 수수료 두번만 날렷잖아요 계속해도 수수료나가면서 충전이되는데 무슨경운가요? 충전유도인가요? 해결좀해주세요,1,2021년
2023년 9월 1일,서버왜케 버벅거려요!!! 주가차트멈추고 실현손익창 안들어가지고!!,3,2023년
2021년 3월 9일,👍결제하기도 편리하고 이벤트도 많아서 좋아요,5,2021년
2023년 1월 18일,너무너무 쓰기편하고 좋습니다.,5,2023년
2021년 10월 1일,포인트 사용 버튼에 가시성이 부족함,4,2021년
2021년 4월 13일,매주 이벤트도 하고 결제할때도 편해서 좋아요.,5,2021년
2020년 11월 27일,모바일 앱에서 결제할때 카카오페이로 결제하기 선택하면 카톡을 설치하라고 뜨는게 싫어서 카카오페이를 따로 설치한건데요.. 이거 설치해도 카카오페이앱으로는 연동되지가 않는가봐요 여전히 카톡 설치하라고 뜨네요. 모바일앱에서 무조건 카톡으로 연결되게 하는게 아니라 pc에서 결제하는 것처럼 결제 qr코드 같은 걸 선택할 수는 없어요? 그게 아니면 카카오페이앱이 따로 나왔는데 이걸로 모바일 결제가 연결되게는 해주셔야지요...,2,2020년
2019년 10월 23일,결제는 확실히 빠르고 좋네요!,5,2019년
2022년 3월 17일,주식접속이 안되면 어쩌잔건지. 오전장 다 놓치고. ㅡㅡ,1,2022년
2019년 6월 21일,혹시ㅜ신용카드 연동 언제쯤 되나요 뉴스는 나왔던데 그것만 되면 사용할텐데 써보니 그게 안되서 안쓰게 되네여,3,2019년
2020년 12월 6일,최악이에요. 왜 광고가 계속 뜨는 거죠?,1,2020년
2021년 2월 21일,처음 로그인할때 너무 로그인이안되서 지웠습니다,1,2021년
2023년 6월 22일,다운그레이드 하고 싶어요 예전엔 주식 그래프 꾸욱 누르면 그 당시 금액이랑 전일 종가 대비 % 도 같이 나왔는데 이제 %는 안나오네요 이거 너무 불편...,1,2023년
2021년 10월 17일,마치 평점조작 가까운만큼 평점 떨어지는게 흔한데,1,2021년
2021년 4월 25일,"투자는.. 별로네요.. 몇일만에 원금손실나는 AI, 전문가 추천 투자.. 다른 어플 쓰세요..스트레스만 받고 갑니다",1,2021년
2019년 11월 1일,광고가 너무 많이 뜹니다!,1,2019년
2022년 6월 3일,로그인 화면이 반복되서 로그인 안됨,1,2022년
2021년 3월 9일,몇일 사용해보니깐 이것저것 간단하고 좋은것 같아요,5,2021년
2023년 3월 23일,계좌 송금하려고 하는데 자꾸 '알 수 없는 오류가 발생했습니다. 잠시 후 다시 시도해주세요'라는 말만 뜨네요?;,1,2023년
2021년 8월 12일,다양하고 버킷리스트 넘 좋와요,5,2021년
2020년 7월 17일,업뎃되고 바코드 인식이 않되요,1,2020년
2022년 8월 13일,편리성. 정확성. 믿음.,5,2022년
2022년 1월 9일,뭐지요? 쓰지도 않은 돈이 빠젔구 페이에서 빠진건데 거래내역도 없어요 환불 좀 빨리 부탁드릴게요 장난하는거도 아니고 무슨짓인지.,1,2022년
2023년 1월 12일,아니... 11시 반부터 미국장 시작인데 11시반부터 12시반까지 점검이라고..?? 점검시간이 왜이러죠,2,2023년
2021년 2월 14일,"계좌송금시, 금액부터 적는게 아니라 받을사람 계좌정보부터 쓰고 확인한 후에 보낼 금액 적으면 오송금으로 인한 불편을 줄일 수 있을거라 생각됩니다.",3,2021년
2021년 11월 6일,갑자기 왜 결제도 안되고 앱도 제대로 실행안되나요,1,2021년
2019년 7월 24일,계좌 등록해서 결제하려고 QR읽으니 카카오톡 설치하라고 뜸. 혼자선 아무것도 못해. 결제도 못하면 왜 존재하는 앱이지.,1,2019년
2021년 12월 2일,리뷰가 왜 삭제될까요 자동충전에 대한 송금확인증 발급이 안 되는데,1,2021년
2021년 11월 12일,간단이 신속히 결제가 편리 해요.,5,2021년
2020년 7월 21일,형에게 돈을 받아서 페이를 쓸려는데 휴먼이라 해놓고 재등록하라길래 할려고 했더니 정보가 틀리다 하고 상담원 연결하라고 해서 했더니 상담원이 연결될때까지 기다리라더니 10분이고 1시간이고 기다렸는데 안되네요.... 그리고 초기화 요청이라고 해서 했는데 똑같은 것만 계속해서 나오고 정말 이것때문에 받은 돈도 못쓰고 미치겠습니다. 버그인지 아닌지 모르겠지만 빨리 고쳐졌으면 좋겠네요.,1,2020년
2023년 9월 13일,자주 사용치는 않지만 뭐 불편사항은 없슴이요~.,4,2023년
2023년 7월 25일,쓰기 편해서 좋아요,5,2023년
2022년 6월 12일,카카오페이에있는 돈을 빼내려고 하는데 본인정보 업데이트라고해서 실행하는중에 학생이라고 체크했는데도 불구하고 본인인증으로 주민등록증하고 운전면허증만을 요구해서 이러지도 못하고있는 상황입니다..,1,2022년
2020년 12월 25일,네트워크 연결이 불안정 합니다 네트워크 연결이 불안정 합니다 네트워크 연결이 불안정 합니다 네트워크 연결이 불안정 합니다 토스는 별 문제없는데 카페는 왜 이래,1,2020년
2023년 7월 24일,앱에서 송금결제만 하다가 이전에 주식투자기능 추가돼서 좋아요 대출알아볼때나 이자계산할때도 한번에 돼서 편해요,5,2023년
2022년 11월 11일,아니 분명 신분증으로 맞게했는데 계속 신분증이 맞다고 안함니다,1,2022년
2022년 11월 1일,본인인증을 하라길래 학생 신분으로 하고 인증하려 했는데 주민등록증이나 운전면허증으로 인증이 가능하다는데 학생이라 아직 두개 다 없으면 뭐 어쩌라는거죠?,1,2022년
2019년 8월 9일,카드 오프라인 결재 지원 카드사 더 다양해졌으면 좋겠어요,5,2019년
2021년 7월 19일,쓰기가 젤 편하고 좋아서 다른건 쓰지도않아요,5,2021년
2022년 3월 16일,MTS 새롭게 사용중인데 서버증설이 필요합니다 자주 먹통이 나네요,1,2022년
2021년 11월 10일,카카오톡이 최신 버전인데도 불구하고 결제를 시도하면 카카오톡 최신버전이 필요하다고 뜬다,1,2021년
2022년 4월 30일,본인인증 관련 질문 드려요.. 어케 본인인증 하는 방법이 민증이랑 운전면허증 밖에 없는거죠..? 제가 저인걸 인증을 할 수가 없으니 미칠 지경입니다.. 저 좀 인증 해주세요..,3,2022년
2021년 12월 28일,"자산관리에서 증권 추가했을 때 예수금에서 달러는 빼고 보여지네요.. 신한에서는 달러도 예수금에 포함돼서 나오던데,, 순자산 확인할때 불편합니다.",2,2021년
2022년 7월 3일,저는 카카오페이를 사용하는 학생입니다. 저는 학생이라 운전면허증도 신분증도 없습니다. 그래서 카카오페이 인증이 생기고 나서는 카카오페이에 들어갈수도 없고 카카옾이 안에있는 돈을 사용할 수도 없습니다. 제발 빠른 해결 좀 어떻게 부탁드립니다.,5,2022년
2019년 9월 18일,예전에는 자기 개좌에 송금하는 거는 무료였는데 왜 이제는 돈아 들어가나요??? 이거 다시 예전 처럼 해 주시면 매우 좋지 않을까 싶습니다^^감사합니다,3,2019년
2021년 8월 11일,업비트 출금을 할려고 하는데 카카오페이 인증이 뜬다고 해서 출금이 안됩니다.,1,2021년
2021년 4월 13일,편하고 쉽게 사용하고 있읍니다.좋아요,5,2021년
2022년 7월 23일,재래시장등 카드로 결제할수 없는곳에 많이 사용할수있었으면 좋겠어요.,5,2022년
2023년 3월 24일,주식에서 한국과 미국의 관심등록을 따로 표시해주면 좋겠습니다,4,2023년
2022년 3월 5일,진짜 엉망이네요 구매창 판매창 이용시 현재가 거래가가 아닌 매수시 현재가+3% 매도시-3%로 거래설정 되어있는거 도대체 언제 수정합니까 그리고 국내주식 호가창은 제대로 나오는데 해외주식 호가창 한줄만 보이는데 이것도 수정할 생각도 없으신거 같고 개판임..,1,2022년
2021년 4월 17일,다른 페이들에 비해 뭐 좋은게 있나? 난 모르겠음.. 그래도 꾸준히 쓰간 함...,3,2021년
2020년 7월 24일,자산 관리 간편해서 좋은 정보만으로는 정말 좋은 정보,5,2020년
2021년 3월 30일,항상 편리하게 잘 이용하고 있어요,5,2021년
2021년 8월 29일,알리익스프레스에서 결제하는데 카카오톡이 최신버전인데 계속 유효하지않은QR코드라고 결제가 안되네요. 8월초에는 결제가 잘되었는데 지금 안되네요.,1,2021년
2022년 5월 31일,이 카드 사용을 안하고 있습니다..근데.카드는 잘 본인이 갖구 보관은 잘 하고 있어요?.,5,2022년
2020년 5월 11일,카카오계정으로 로그인할려고 인증 다하면 세션만료가 되었다며 다시 처음화면으로 돌아가네요..,3,2020년
2023년 2월 1일,도르마무도 아니고 1원 입금된거 확인하러 나가면 처음부터 다시해야하는데 이거 맞냐;; 벌써 10번째? 이상은 한 것 같은데 어떻게 좀 해봐라;,1,2023년
2020년 11월 27일,스토리웨이 편의점 결제시. 카드등록결제는 안됩니다. 카카오머니만 됩니다. 스토리에서 수수료때문에막아놨습니다. 카카오에서도 알고있나요?,3,2020년
2021년 2월 2일,편리하고 접근이용이함,4,2021년
2021년 10월 2일,미니금고가 첫화면에서 사라져서 불편해가지고 안쓰려구요,2,2021년
2019년 5월 30일,"하기 쉽고, 보기 편한 혁신전인 개인자산관리 끝장앱 만들어주세요~",5,2019년
2022년 9월 2일,나이가 있어 처음 사용에 망설렸지만 시도해 보고 사용하기 너무 편해 깜짝 놀랐어요.계속 사용할것 같아요.,5,2022년
2022년 4월 26일,아니 주민등록증을 아직 발급 안 받았어요. 운전면허도 없고요... 내가 나인걸 인증을 못해요.. 하..ㅠ,3,2022년
2020년 12월 24일,카카오톡 통해서 들어가면 정상적으로 잔액도 표시도되구 충전도 되는데 페이앱으로는 잔액도 0원이구 충전할랬더니 계좌연결하라구 하구 증권계좌가 기본이였는데 그전 계좌 기본으로 되구 왜이러나요?,1,2020년
2019년 10월 25일,20분 넘게 다운로드 대기중이라고 되어있고 다운 안됨. 이런 앱은 태어나서 처음봄,1,2019년
2022년 1월 17일,펀드는 어디로 간건가요... Ui가 너무 자주 바뀌는것 같아요,3,2022년
2021년 6월 1일,상당히 편리하고 유용합니다.,5,2021년
2019년 8월 1일,"<> 뭐 어쩌구 저쩍구 이해할수 이해 핳수 업는 설명에다 「 특히 어제/그제 다운로드 시작 했는데 지금 이시간 이시까지도 다운로드 대가 라나요 주이래요 ☆점으로 평가 한다면 -마이너스( - ) 5 ~ 6 점 ... 카카오페이 전혀 사용 할수 없음... 수십차례 시도했으나 전무 실패 너무 어려워 하다 하다 혈압이 올라 제명에 못 죽겠으니 ... 또 까다롭긴 고시공부 수준 보다 도 놓아 아예 삭제해 주시기 바람니다 ""정말 덧정 떨어져요"" ㅡ""즉시 실행(삭제)해 주시기 바랍니다"" ㅡ 전혀 백해무익 이 바쁨 시간에 금쪽같은 시간만 허비하고 필요치 않으니 제발좀 화면에 뜨지않게 애 주시길 바람니다.",1,2019년
2022년 9월 30일,첫화면 로그인할때 패턴 로그인 으로 되게 해줘 해요..,1,2022년
2023년 4월 18일,수수료 무료광고 너무 짜증남 그거좀 없애주세요 접속할때마다 나타남,1,2023년
2022년 2월 6일,카카오페이 리워드 서비스도 중지했네요?? 알모으기..별로모아지지도않지만ㅋ 배가불렀네요 정말,1,2022년
2023년 8월 22일,뭐하면 14살 만 인증할수 있데 차별 심한다 똑바로 해주세요 그리고 카카오페이는 어디서 사용할수있어요?,1,2023년
2023년 8월 2일,업뎃후에 결제창 아무것도 안뜸 개짜증남,1,2023년
2021년 4월 9일,내가 경험한 어플중 최악 그냥 반복봇 햇던말또하고또하도,1,2021년
2023년 8월 14일,주간장 제발 추가시켜주세요.......,5,2023년
2023년 9월 25일,참 좋은제도입니다.,5,2023년
2021년 12월 30일,왜 업데이트할수록 ui병 같아요?? 사용자 편의 고려 없어요?? 다른앱으로 옮겨타야겠어요.,1,2021년
2021년 9월 28일,카카오페이 인터페이스가 디른사람과 틀려요. 정말 이상하네요,1,2021년
2021년 9월 20일,폰 명의가 언니랑 같아서 가입을 못하네요 한명의로만 할수있는거 너무 불편해요ㅠㅠ,1,2021년
