날짜,리뷰,별점,month
2021년 9월 15일,"카드를 이용한 지출트렌드 요새 많던데 쓸모가 없음.. 내 경우엔 카드는 교통비용이고, 그 외는 전부 페이앱(페이코, 네이버페이앱)을 이용한 구매임. 전부 연동해서 지출트렌드를 보여주면 좋겠음.",2,2021년
2023년 3월 31일,왜 어제부터 앱 실행이 안될까요?앱을 터치하면 들어가지 않습니다.네이버앱으로 들어가서 페이 들어가면 되는데...네이버페이 앱은 터치가 안돼요ㅠ폰을 껐다가 켜도 안됩니다ㅠ,5,2023년
2021년 9월 14일,"네이버페이는 절대 현금화가 절대 안됩니다. 포인트 사용처도 주로 편의점이고, 블로그 까페글 잘 읽어보시고 사용하세요~~",1,2021년
2023년 4월 1일,왜 애니메이션 효과를 켜야만 하나요? 애니메이션 효과 끄면 앱이 안돌아가는 문제라도 있습니까?,1,2023년
2023년 3월 25일,삼성페이 업데이트는 언제되는건가요 배포 중단하신건가요? 원스토어도 버젼정보 똑같은데요 공지도 없고 일처리가 역시 네이버 답습니다,1,2023년
2023년 4월 16일,전화기를 새로 바꿨는데요 인증번호를 보냈다는데 인증번호가 오질 않아요 차단된것도 없고 스팸 걸린것도 없는데 왜 이렇게 안 되는걸까요 ?,3,2023년
2022년 5월 19일,결제 방식을 바코드 결제가 아니라 페이코처럼 삼성 페이로(nfc 방식으로) 결제할 수 있게 업데이트해 주시면 좋을 것 같아요!,4,2022년
2021년 9월 6일,네이버페이에서 결제내역을 보기가 너무 어려워요. 한참 찾아다니다가 오른쪽 상단 세줄 있는곳 아래에 있더라구요. 결제내역 카테고리를 따로 보이게 해주세요ㅠㅠ 계속 안보이면 그냥 인터넷 링크로 들어가려구요..,4,2021년
2022년 1월 21일,내자산 증권잔고가 맞지 않습니다 마이데이타 업데이트 이후로 맞지 않게 된듯 합니다 증권사 자산평가금액과 네이버페이에 표시되는 자산평가 금액을 일치시킬 수는 없나요? 오늘 산 주식이 표시가 되질 않아요 이틀후에 실제로 주식이 입고된 후에 표시되는 건가요?? 바꿀수는 없나요?? 안된다면 마이데이터 이전 방식으로 돌릴 수 없나요??,4,2022년
2022년 12월 13일,네이버페이를 삼성페이처럼 사용해보고 싶어서 설치했으나 바코드 결제가 다여서 삭제함... 오프라인에서 사용하기에는 무리가 있는 것 같음.,2,2022년
2023년 1월 10일,아니 네이버 페이 포인트 충전을 쉽게 할 수 있게 만들어야지 이게 뭐임? 이전과 다르게 아무리 찾아봐도 포인트 충전할 수 있는게 안보이네,1,2023년
2023년 3월 29일,오늘 삼성페이 업데이트됐는거 확인했습니다 그런데 포인트는 왜 삼성페이로 못쓰나요.. 포인트도 되는것처럼 홍보했잖아용.. 그리고 오늘 이마트24에서 삼성페이 써봤는데 오류뜨면서 안됩니다,3,2023년
2023년 4월 28일,네이버페이앱 인증관련 오류인지 인증버튼 눌러도 문자가 안오네요 수신차단번호에도 없는것 같은데 네이버앱으로는 사용가능한듯한데,3,2023년
2023년 4월 2일,앱 실행후 7초정도 지나면 앱이 종료됩니다. 기종은 삼성 A7 2017입니다. 이때문에 앱사용이 불가하네요,1,2023년
2023년 3월 30일,결제가 바로안되는이유가 오늘3번사용해봤는데 2번은 버벅 1번은 제대로된듯한데 결제좀 깔끔하게됐음합니다 업데이트 한번더갑시다~,3,2023년
2021년 10월 1일,너무 편하게 사용하고 있어요 근데 카드결제는 언제쯤 오픈하나요? 계속 오픈예정이라고 되어 있는데 좀 더 빠른시행이 이뤄지면 좋겠어요,5,2021년
2022년 2월 26일,네이버페이 초창기부터 송금할 수 있었을 때 브라우저로도 하는게 가장 빠르고 편했고 그 이후부터는 퇴보 중 네이버 자체앱으로 송금할 때보다도 로딩속도가 길고 느리면 따로 떼어져 나온 의미가 있나 싶네요 ㅎ,1,2022년
2021년 10월 2일,찜한상품 대체 어플 내의 어디서 보나요? 결국 네이버앱에서 네이버쇼핑 검색해서 봤네요. 불편해요! 네이버페이 어플을 굳이 독립시킨 이유가 뭐죠..,1,2021년
2021년 12월 17일,네이버 페이로 현장결제 할려고 네이버현대카드 선택하면 카드를 찾을 수 없다고 나오는데 어떻게 사용하나요? 그리고 기본 네이버페이 바코드 찍으면 알아서 연결된 카드로 결제되는건가요?,2,2021년
2022년 7월 13일,"편합니다, 다만 타일에서 확인시에 보유포인트가 안 보이는건 의도된건가요? 괜히 신경쓰이네요",5,2022년
2021년 11월 21일,별 하나도 아까운 쓰레기 앱.. 휴대폰 인증 3번이나 해서 비번 설정 다했는데 로그인 하니 휴대폰 무한인증 다시 시전. 한 10번을 인증 한듯. 인내심 실험 하라는건가,1,2021년
2023년 3월 24일,앱이 버벅거린다 해야하나.. 부드럽지가 않습니다. 메뉴 구성도 좀 불편하고 오래 쓰긴 힘드네요..,3,2023년
2022년 3월 14일,전 버전이 더 나은거같아요 ㅠㅠ 장바구니도 붙어있어서 좋았는데 송금 결제 위주로 바뀐거같아서 사용안할거같네요..,1,2022년
2023년 4월 5일,인증창도 안넘어가서 여러번 시도끝에 겨우 인증하고 넘어가니 그 뒤로 또 창이 안넘어가지더라구요 사용하고 싶어도 사용할수가 없네요,1,2023년
2021년 9월 6일,저만 안되는것도 아닌거 같은데요?앱문제면 그쪽에서 업데이트를 해야죠 문제해결 하라고 똑같은 링크만 달아놓으면 다임?그것도 링크클릭도 안됨 클릭되게 하던가요,1,2021년
2021년 12월 1일,진짜 앱 못만드셨네요...본인인증부터 계속 반복하더니 결제비번 만드는과정에서 처음에 틀리면 다시 처음으로 갈수도 없고.. 시작부터 오류투성이인데 해결안하나요?,1,2021년
2022년 4월 4일,어플 쓰는데 뭔 해달라는게 이렇게 많아 ㅡㅡ 애니메이션 효과 해달라고 하지말고 최적화를 하세요 ㅡㅡ 어이없네,1,2022년
2022년 10월 25일,네이버 고집불통 입니다 가입된 번호가 2개인데 먼저번호는 사용안하고 2번째 번호를 사용해서 인증이 않되어 해지를 하면 될까해서 해지를 했습니다 오류 해지면 재인증을 해 주어야 적절콘텐츠 앱이 되지 않겠습니까?,5,2022년
2023년 5월 1일,오늘 갑자기 결제 빼고 다 안되네요. 소식 확인도 안되고 결제 이력도 표시 안되고 완전 먹통입니다,1,2023년
2023년 3월 28일,아니 삼성페이 되는 버젼이 업데이트 안되고 있는건가요? 상성페이 된다고만하고 버젼이 예전꺼내요.. 확인좀 해주세요,2,2023년
2021년 8월 24일,네이버앱보다 광고도 없고 좋은거 같은데 자산관리는 자산을 다시 연결하라 그러네요. 다시 등록하려니 현타와서 앱 지웠어요,5,2021년
2023년 4월 3일,기존 삼페 교통카드 이용중인데 승차는 잘되는데요 하차시 카드를 다시 태그하라고 계속나오네요 근데 하차는 적용된것같아요 저만 그런가요...,4,2023년
2021년 8월 11일,드디어!!!!ㅠㅡㅠ 빠르고 넘넘 좋아여ㅎㅎ 자산 한눈에 보기 개꿀ㅠ 뱅크*러드보다 훨 빠른 것 같아요.글구 부동산도 연동 되는 거 너무 좋네요ㅠ 카*오페이 지웠습니다 ㅎ,5,2021년
2021년 12월 6일,오늘 오랜만에 접속하니 QR 결제 및 카드 결제 방식 저번보다 더 간편결제 편할 것 같고 깔끔할듯합니다 특히 삼성페이 불가능한 아이폰 유저분들이 한편으로는 희소식 일듯 합니다,5,2021년
2022년 4월 1일,"뭔 시도때도 없이 악성 앱 감지라고 뜨는데, 뭔지는 좀 알려주면 좋겠네요.. 문제 될 앱은 받은게 없는데..",1,2022년
2023년 4월 5일,네이버 페이와 삼성 페이의 연동은 신의 한 수라 생각됩니다. 여러가지 면에서 페이사용이 편리해졌습니다.,5,2023년
2021년 11월 8일,페이 충전할때 카드나 일부 결제수단 막아논거 진짜; 계좌없거나 급하게 쓸일 있는사람은 어떻게 하라는건지 그래서 편의점충전 한번 이용해봤는데 .. 진짜 점주분도 헤메고 나도 헤메고 방식 뭐 이렇게 복잡해요?,2,2021년
2022년 7월 3일,네이버 페이 본인인증이 핸드폰 인증밖에 없어서 본인명의 핸드폰이 없는 사람은 네이버페이를 사용할 수 없습니다. 네이버 앱으로 결제를 합니다. 다양한 인증 시스템을 보안해주셨으면 좋겠습니다. 오늘도 설치했다 삭제하고 갑니다.,2,2022년
2021년 8월 10일,앱으로 만들었으면 순수하게 네이티브 안드로이드로만 만들었으면 좋았을거같은데 네앱에서 본 웹뷰가 대부분이네요. 큰 차이가 없다고 생각합니다.,2,2021년
2023년 4월 11일,삼성페이 지원 시작하고 어디서든 네이버페이로 결제 가능하니까 좋아요 다만 QR 방식도 오프라인 카드 결제 매장이 계속 늘었으면 좋겠어요,5,2023년
2023년 4월 10일,인식이 삼성페이보다 안좋은거같아요. 네이버삼페로 실패하는경우가 많고 삼성페이로 따로 들어가야합니다 Ex현대백화점,3,2023년
2023년 4월 3일,"네이버페이 삼성페이 화면에서 카드목록이 쭉 나오잖아요,, 근데 여기서 사용자가 설정한 카드명으로 나오게 못하나요?? 카드관리에서 카드명 전부 입력해서 구별해놨는데, 정작 카드목록에서는 신한1234, 신한5678, 신한9012 이런식으로 나오고 카드그림도 차이가 없어서 구분이 안가요",5,2023년
2022년 6월 23일,적립포인트는 따로 인출을 못하게해놓네;; 적립한포인트도 인출가능한 토스씁니다~,1,2022년
2021년 9월 15일,아니 왜 이거 적립포인트는 인출이 불가능하게 만든거예요? 덕분에 제 돈 1만원 잃어버렸습니다. 카카오페이도 알아서 제 계좌로 송금되도록 만들어놨는데 네이버페이는 왜 이따구로 만든거죠? 이용하기 싫어도 네이버페이가 연결된 곳이 많고 ㅋㅋ 뭣도 모르고 네이버페이로 송금시켜놨다가 적립포인트로 판정되서 돈 잃어버린 분들 어떻게 책임지려 그래요? 이따구 시스템 하나 만든다고 손해볼거 없다 이겁니까? 진짜 개같은 시스템. 적립포인트 인출 가능하게 좀 해봐요 짜증나 죽겠네.,1,2021년
2023년 3월 7일,"사용해본 바로는 네이버페이 가능한 곳이 더 늘었으면 좋겠고,유용하게 사용하고 싶은 괜찮은 어플",3,2023년
2021년 9월 5일,라이트하고 좋습니다. 그리고 가능하다면 갤럭시워치4에서도 지원을 부탁드려요. 갤럭시워치4에도 지원 계획이 있나요?,4,2021년
2022년 4월 16일,"현장결제시에 데이터를 불러오지 못한다는 오류, 앱종료 안되는 오류 기능은 더 넣고 있는데 실기능은 퇴보함",2,2022년
2023년 4월 29일,아니 왜 또 로그인이 안되요? 짜증나네 지웠다 다시 깔아도 실행이 안되는 이유가 뭐에요? 기사한줄 없네 오류건에 대해서는 오늘 짜증나네 동네구멍가게에서 앱만들어요?,1,2023년
2022년 1월 3일,계좌를 새로 연결하니까 되던게 안 됩니다. 계좌목록에는 뜨는데 계좌연결이 안 돼서 해당계좌로 입금은 가능한데 송금 등 잔액확인이 안됨,1,2022년
2023년 4월 4일,오늘 편의점에서 네이버페이 앱 실행후 삼성페이로 결제했는데 첫 사용하면 준다는 2000포인트도 적립 안되고 포인트 뽑기도 안되는 이유가 뭔지요? 혹시 구매 물품에 따라 적립 안되는 경우도 있는지?,1,2023년
2022년 5월 28일,오래도록 사용중인데 나이 60넘어서도 젊은이들처럼 잘 사용중이고 특히 혜택이 너무많아서 좋아요,5,2022년
2022년 6월 13일,잘 쓰고 있는데 앱 종료에서 오류 있습니다 현장결제 화면에서 뒤로가기를 계속눌러도 앱 종료가 안됩니다,3,2022년
2022년 1월 28일,너무 불편한 편의성... 편리하고 쉽게 이용할 수 있어야 하는 앱이지만 이건 그런 목적을 완전히 무시했음,1,2022년
2021년 9월 3일,왜 간편결제 바코드가 안찍히나요 천원이벤트해서 쓸려는데 안찍혀요 다른 네모 바코드는 다 잘 찍히던데,1,2021년
2021년 10월 10일,새로고침해도 바로바로 100% 안되는 오류라도 고쳤음 좋겠어요 불편불편 그리고 멤버십 가맹점 종류라도 늘었으면 좋겠어요 없는 곳이 대다수,4,2021년
2022년 4월 7일,내가 내핸드폰으로 네이버페이로 게임구글결제를하려고하니 결제가 막히면서 위험거래로 등재됨 야간근무라 냅두고있다가 만원남은게 아까워서 전화를 하니 처리할수있는부서로 안내해준다고했는데 기다리다 받은곳은 또 접수하는곳이라 바로처리가안된다고한다 기다려주면전화를 준다는데 먼 개같은경우인지 접수한곳에서 접수하는곳으로 연결을하고 또 처리가능한곳은 자기들이 순차적으로전화를주는건 놀리는거지 기껏 자는시간빼서 전화했더니 이제는 내가사용해서막히는것부터가 역겨운데 시간은또 겁나게버리고 문제가많은 네이버페이 이제 거르고딴거써야지,1,2022년
2021년 8월 20일,"네이버앱 무거워서 싫었는데 좋습니다.뭐 그렇다고 빨라진건 아니지만, 네이버의 다른 서비스 제외하고 페이만 출시해주셔서 감사해요.",4,2021년
2021년 12월 9일,"안녕하세요 결제,멤버십,무료배송,송금까지 모두네이버페이앱으로 빠르게 무료통화 마음대로 즐겁게 행복한합니다 감사합니다 고맙습니다",5,2021년
2022년 1월 22일,계좌연계등 자산관리가 원할하게 안되네요. 등록을 해도 나중에 다시 풀려있고....로딩도 느리고.....이런앱은 안쓸렵니다,1,2022년
2023년 9월 23일,라인페이 전환은 왜 안되는거죠?,3,2023년
2022년 1월 22일,본인인증 아이핀같은걸로도 하게 해주세요ㅠㅠ 네이버페이 앱 쓰고싶은데 핸드폰이 제 명의가 아니다보니 못쓰고 있어요 아이핀같은걸로도 본인인증 가능하게 해주셨으면 좋겠습니다.,3,2022년
2023년 6월 13일,카드를 3개등록해놓고 쓰는데 3번카드로 결제해도 높은확률로 1번카드가 결제됩니다. 1번카드로 위젯만들어놓은걸로 들어가서 3번카드를 선택해서 결제한건데요. 카드별로 위젯을 따로 만들어야하는건가요?,2,2023년
2022년 8월 27일,네이버페이 잘사용하고있어요 갤럭시 플립에서도 열지않고 바깥화면에서 결제할수있게 위젯 개발해주세요,3,2022년
2022년 8월 2일,본인확인 인증 문자가 안와요;; 다 똑바로 입력하고 스펨문자함에도 없음...,1,2022년
2021년 8월 27일,네이버 페이앱 기다렸어용~~ 모바일 화면처럼 앱에서도 결재내역 & 상품 배송현황도 함께 볼수있었으면 좋겠어요~~,4,2021년
2021년 11월 27일,"'수입지출 관리'에 기능보강이 시급해 보입니다. 네이버가 뱅크샐러드보다 기능이 못합니다. ㅡ 현재 월별 합산 결과만 볼수 있는데, 기간별 수입출 합산결과보기 기능추가 ㅡ 지출의 종류를 스스로 분류할 수 있는 기능 두가지만이라도 개발부탁드립니다",3,2021년
2023년 5월 11일,좋아유우우우 화면 켜자마자 바코드 뜨는건 설정에서 온오프 못하나여,5,2023년
2023년 8월 1일,쿠폰을 입력하기 위해서 쿠폰 탭을 누르는 순간 앱이 먹통이 되고 작동이 되지 않습니다. 이 문제 빨리 해걀해주세요.,1,2023년
2023년 4월 15일,네트워크 오류라면서 실행이 안됩니다. 재설치해도 안됩니다...,1,2023년
2023년 4월 6일,위젯 배경 투명도 설정할수있게해주세요 흰배경 없애고싶어요 제발제발제발~~ㅜㅜ,5,2023년
2022년 2월 8일,일본 말고도 전국 해외에서도 네이버페이 포인트로 결제 할 수 있게 개선했으면 좋겠어요.....,3,2022년
2021년 12월 24일,네이버 페이앱은 결제나 실행 잠금이 되는데 네이버 앱은 그런게 없어보이네요. 앱 둘다쓰면 보안 무용지물 아닌가요?,4,2021년
2021년 8월 18일,위젯 다크모드 지원바랍니다. 결제내역도 볼 수 있게해주시고 첫화면 지정할 수 있게 해주세요.,3,2021년
2023년 7월 8일,새벽에 서버점검 중인걸 모르고 자꾸 튕겨서 쓸 수가 없다고 별점 하나 남겼는데 주말 아침 7시도 안된 시간에 답변 달아주신 담당자분 고생 많으십니다. 좋은 주말되십쇼.,5,2023년
2023년 3월 5일,워치에서 네이버 페이 사용하고 포인트를 못받았더라도 화면좀 꺼지게 해주세요 실수로 포인트받기 안했다가 워치 방전됫어요..,3,2023년
2023년 8월 19일,네이버페이 송금을 위해 강제로 앱을 깔게 하네요ㅋㅋㅋㅋㅋㅋ 멋진 이용정책,1,2023년
2023년 4월 2일,삼성페이 연동이 잘안되네요. 쓰라는건지 말라는건지;;; 굳이 네이버페이로 연동해서 쓸 장점이 안보입니다,1,2023년
2023년 4월 3일,멤버십 화면에서 카드 여러장 겹쳐져 있는 경우에도 각 카드 포인트 보이게 개선해주세요!,5,2023년
2023년 4월 1일,4월 1일 새벽부터 실행이 안되고 계속 튕깁니다. 재설치해도 안되네요.,1,2023년
2023년 5월 28일,너무 편리한 결제시스템,5,2023년
2023년 4월 13일,사용잘하고 있는데 앱에서 다크모드 지원이 안되서 밤에 사용하면 눈이 많이 부시네요 다크모드 지원해주세요,4,2023년
2022년 9월 10일,워치에서 계속해서 일시적인 오류라면서 실행 자체가 안되네요,1,2022년
2023년 4월 29일,현재 네이버 페이 어플 로그인이 안되고 있습니다. 사용할수가 없네요... 확인 후 조치 부탁합니다.,1,2023년
2023년 8월 8일,거지같음 오프라인에서 맨날 결제안되서 쪽팔리게... 이따위로 만들고 난리임,1,2023년
2022년 8월 22일,현장에서 카드결제했는데 계좌이체로 네이버페이로 나가서 결제되었네요 이런 일이 없었으면 좋겠네요,1,2022년
2023년 1월 30일,질문할게 있는데요 제가 문화상품권을 실수로 네이버페이에 충전했는데요 다시 컬쳐랜드로 옮기는 법을 찾아봐도 옮기는 방법이 없어서요 그럼 다시 되돌리는 방법이 없나요? 네이버페이에 계좌나 카드도 등록을 안해놔서 수수료 합해서 1만4천원을 못쓰게 되었거든요 이거 어떻게 안되나요?,3,2023년
2023년 6월 28일,1번 카드로 결재 했는데. 영수증엔 4번 카드로 결재 됐네요? 와 이거 뭡니까? 분명히 첫번째 카드로 단말기에 터치했는데,1,2023년
2021년 8월 10일,웹페이지에서는 결제내역이 있는데 앱에서는 아무리 찾아봐도 없네요. 네이버에서 결제한 내역이요.,4,2021년
2023년 4월 3일,"삼성페이 결제 시 잠금해제를 하도록 되어있는데, 이미 폰 잠금을 해제한 상태에서 또 잠금을 해제하는 게 많이 번거롭습니다. 이 부분을 따로 설정할 수 있을까요? 잠금해제가 필요없도록이요",5,2023년
2023년 10월 19일,강제적인 앱설치,1,2023년
2021년 10월 26일,"카**페이 쓰다가 네이버페이 포인트적립 엄청 잘해준다고 해서 갈아탔는데, 사용해보니 적립률은 네이버페이 미만 잡이더라구요",5,2021년
2022년 7월 21일,네이버페이 워치 기능된다고하는데 네이버페이 워치용이 따로 있어야되나요 이에 대한 설명이 필요할듯 싶습니다,5,2022년
2022년 11월 17일,잘 사용하고 있는데 저번처럼 또 결재만하려고하면 계속 팅깁니다 네이버통장에만 들어가도 팅기구요 빠른해결 부탁요,5,2022년
2022년 7월 17일,와 저이거 로그인도 하고 지금 기분이 좋습니다!!!!동네 세븐일레븐 사장님도 충전방법을 제발 알으시면 좋겠네요!!!!! 만약에 동네 세븐일레븐에서 네이버페이 충전이 돤다면 평점 5점으로 갈아타겠습니다!!!!,3,2022년
2023년 10월 7일,가입 해야 되는데 문자 안오네 7일 토요일 오후 6시 현재 5분 지나도 안온다,1,2023년
2023년 10월 1일,맥도날드 온라인결제 할 수가 없네요.,1,2023년
2023년 9월 7일,어제 오전까지는 편의점에서 결제가 됐는데 오늘은 안돼요,2,2023년
2022년 11월 29일,혜택은 좋은데 머니 충전하는 곳 찾기 너무 힘들고 제휴할인 받는 뚜레쥬르에서 결제 잘 안 돼요.,2,2022년
2022년 3월 23일,바로결제 왜 최신 업데이트하라고 나오는데 이미 최신으로 업데이트해도 계속 최신 업데이트하라고 나옴. .불편해서 못쓰겠네요,1,2022년
2023년 4월 14일,삼성페이 결제 안되네요 일주일 간격으로 두번 시도했는데 두번다 결제 안됨 그래서 큥알로 두번 결제 삼성페이 안되는 이유가 뭘까요 cu에서 두번다 실패,1,2023년
2022년 8월 9일,정녕 네이버가 만든 앱인가 하는 의구심이 있음 결제카드도 첫화면 없어지면 카드도 그레이 아웃되면서 카드선택도 안되고 ㅎ 여튼 로직이 구리고 더 문제는 작동이 안된다,1,2022년
2023년 9월 19일,플립5 커버화면에서 결제 안되네요,1,2023년
2023년 9월 23일,워치5프로에서 페이 검색하면 안나와용..?,1,2023년
2022년 11월 1일,안전하지 않은 환경 또는 비정상적인 접근으로 앱 실행을 종료합니다. 라고 나오고 들어가지 못함 ㅠㅠ 이유가 뭔가요??,1,2022년
2023년 8월 2일,청각장애인인데 네이버페이 ARS인증입력 전화 못해요!! 커드등록 불가능,1,2023년
2022년 8월 12일,업데이트 하라는 메시지에 따라 업데이트를 진행했는데도 계속 업데이트를 하라고 함.,1,2022년
2023년 9월 24일,사용하기 편리함,5,2023년
2023년 9월 28일,커무 좋아요 결제가 푠하니깐 마구마구 사용해요,5,2023년
2023년 8월 30일,그냥 결제 자체가 안되네요,1,2023년
2023년 8월 26일,지역화폐카드 등록할 수 있게 해주세요.,4,2023년
2023년 9월 21일,갤럭시워치6는 설치가 안되나요? 아예 안보이네요,5,2023년
2023년 9월 14일,인증메세지 안옴.,1,2023년
2023년 9월 7일,업뎃 하더니 qr결제가 안되네요.,2,2023년
2023년 9월 27일,결제 안됨 계속 오류남,1,2023년
2023년 9월 20일,좋네요~ 만족합니다^^,5,2023년
2023년 9월 25일,계좌송금은 외 엡받아야만되는거애요? 게갖네?,1,2023년
2023년 9월 18일,워치4 아이콘도 바뀌주세요,5,2023년
2023년 10월 6일,저만 그런게 아니었네요 9월22일부터 평소 선택한 카드가 결제안되고 네이버머니가 결제되네요,4,2023년
2022년 9월 5일,제가 워치4에 네이버페이 되가지고 워치4에 네이버페이 잘사용 하는데 오류가 있어서 문의합니다 워치4에 네이버페이 위젯 놓고 워치4 네이버페이에 위젯 찾아서 결제 하는데 워치4 네이버페이 위젯에서 키드가 불러오기 오류가 있어서 해결좀 해주시면 좋겠어요 워치4에 네이버페이 위젯에 카드 불러오기 오류 때문에 사용 하기 힘들어요 빨리 고쳐주세요,5,2022년
2022년 8월 16일,앱 최신 업데이트했음에도 자산 업데이트시 네이버페이 업테이트 하라는 문구가 뜨면서 갱신되지 않읍니다.,3,2022년
2022년 7월 23일,현장결제할때 비번 누르는 게 번거로워요 워치가 비번을 치는게 작아서 매번 결제할때마다 불편하거든요 비번 누르는걸 없애주시거나 다른방법으로 인증하게 해주세요,4,2022년
2023년 8월 30일,네이버 삼성페이에서 카드가 랜덤으로 결제됌. 카드 조합으로 구매해도 의미가 없음. 선택하지 않은 카드로 결제가 돼서.,1,2023년
2023년 3월 29일,바로결제 기능 켜놔도 자꾸 잠금해제하라고 뜨는데 버그좀 고쳐주세요..,3,2023년
2021년 10월 11일,네이버페이를 체크카드처럼 사용할수 없나요? 마트 가서 네이버페이 되나요? 자주 물을수도 없구 ~ 자주 썼으면해요 어디서든 쓸수있는 네이버페이 만들어주세요 ㅡ한가지더 갤럭시 워치4 워치에서도 네이버페이 쓸수있게 해주세요 ㆍ,4,2021년
2022년 5월 29일,위메프에서 네이버페이 결제시 카드만 가능해서 불편합니다. 휴대폰결제로도 가능했으면 합니다.,1,2022년
2023년 4월 15일,네이버는 사용하기 쉽고 기능들이 다양해서 좋아요 별 5점을 드립니다.,5,2023년
2022년 7월 4일,네이버페이결제방식중에~ 바코드형식으로도할수있게 기능을넣어주세요 어떤매장은이거때문에 결제도할수없고너무불편해요 바코드결제형식도넣어주세요~부탁드려요,3,2022년
2022년 8월 6일,네이버페이 선불카드? 그런거 잇으면 좋을거같아요 포인트를 체크카드처럼 사용할수 잇는.. 포인트 잔액이 없으면 계좌로 자동 충전해서 부족 금액을 충전할수잇는..?,5,2022년
2023년 7월 20일,카드순서변경좀 되었으면.. 삼성페이 카드선택 및 결제가 직관적이지못함,3,2023년
2023년 7월 20일,컵보증금환불로 4000원을 모았는데 송금이 안돼요; 인출하고싶은데송금만 누르면 네이버페이 머니가 0원으로 뜨네요 이제 인출못하게막은건가요? 얼탱이없네,1,2023년
2023년 6월 9일,빠바 벌크에서 삼페 안됐음 단독으로는되는데 네페 통하니 왜 안되누,1,2023년
2023년 5월 31일,위젯 배경 투명도 설정 가능하게 해주세요 제발...,5,2023년
2023년 6월 27일,결제가 잘 안됩니다 조치 해주세요 삼성페이는 잘만 되던데,1,2023년
2023년 7월 5일,삼성페이결제방식이랑 다른가요? 똑같은 곳에 태그했을때 네이버페이는 인식못하고 삼성페이는 인식합니다,1,2023년
2023년 6월 18일,네이버 페이 포인트를 현금화 시키게 끔 해주셨으면 좋겠습니다!,1,2023년
2023년 6월 22일,다 좋은데... 자산에서 코인계좌 자산도 불러올수 있음 좋겠어요. 더리치라는 앱은 코인도 연동되던데,5,2023년
2023년 7월 26일,오프라인 대부분 인식안됨,1,2023년
2023년 5월 16일,3 1006379 1카톤 분기 탔으나 못찾음 1035620 1카톤 분기 안탐 보충 팀 문의 요청 드립니다 4층 1차 보충 마감 입니다 1006379 1카톤 분기 탔으나 못찾음 1035620 1카톤 분기 안탐 보충 팀 문의 요청 드립니다 4층 1차 보충 마감 입니다,1,2023년
2023년 7월 6일,카드 순서변경이 안되서 불편합니다,4,2023년
2021년 9월 30일,웨일 앱처럼 홈버튼 누를렀다 다시 열몀 잠금이 되어야 하는데 페이는 홈화면 눌렀다 다시 열면 잠금이 안됨 무조건 종료해야지만 앱이 잠기,3,2021년
2023년 3월 31일,깔고 시작하면 결재버튼인가 떠야.하는데 점 3개만.생기고 무한 진동이 울림 처음에는 되더니 새로 깔았는데 삼성페이만 그러더니 지우고 새로 까니 네이퍼페이도 그러네...와...쓰라는건지 말라는건지.......280만원 결재.해볼라고 했더니 결국 그냥 결재 함....머냐 이건,1,2023년
2022년 8월 17일,제발 워치로 네이버페이 실행시 한번에 바로 뜨게 해주세요 툭하면 계산할때 마다 카드가 보이지않아 다른카드로 계산하고요 한두번이어야 이해하고 넘기는데 툭하면 이지경이니 도대체 사용하라는건지 말라는건지 이해할수 없군요 제발 개선해주세요,2,2022년
2022년 6월 14일,아 진짜 네이버 페이 잘 쓰고 있었는데 갑자기 로그인 페이지가 고정되듯 떠있고 로그인이 안됩니다 송금해야 되는데 불편해요,1,2022년
2023년 7월 6일,다크모드 적용할 수 있게해 주세요.,4,2023년
2023년 7월 6일,삼성카드는 네이버페이 현장결제 안되는건가요? 6월부터 갑자기 안되더니 아직까지도 현장결제 이용제한카드라고 안되네요.. 삼성카드랑은 합의가 안되는건가요? 안되면 안된다고 앞으로도 계획이 없다고 공지라도 해주세요.,2,2023년
2023년 4월 8일,앱 실행시 삼성페이 탭이 디폴트로 뜰 수 있게 기능 제공해주시면 감사드리겠습니다.,5,2023년
2023년 4월 23일,네이버페이 삼성페이 잘사용하고있어요 뭔가 삼성페이보다 더 빠르게 인식되는느낌?^^ ㅋ,5,2023년
2021년 8월 21일,좋은데 시작페이지가 제가 원하는 게 아니다보니 바꿀 수 있는 기능을 넣어주면 좋을 것 같아요.,4,2021년
2023년 5월 1일,삼성페이 이용하는데 왜 결제 알람이 안 뜨나요? 알람이 안와서 가계부 어플 연동이 안됩니다.,3,2023년
2023년 3월 29일,왠 갑자기 어플 오류만 뜨네요 소프트 업그레이드만 나오고 핸드폰 들고 나가갔다 결제 할려고 하니 어플 실행도 안되서 쪽팔서 이렇게 만들어 놓고 유료로 사용하게 하는건가요,1,2023년
2023년 5월 26일,결제가 잘 안되요 업데이트좀 해줘요,1,2023년
2021년 10월 16일,네트워크 연결이안되어있다네요.. 방금 lte로 앱설치하고 실행한건데^^,1,2021년
2023년 5월 10일,삼성페이 기능 잘쓰고 있는데 결제 취소는 어떻게 하나요?,5,2023년
2022년 1월 2일,오프라인의 바코드 사용도 가능해졌으면 좋겠어요. 좋음,5,2022년
2022년 10월 15일,워치 사용시 비밀번호가 너무 불편합니다 비밀번호를 없애거나 4자리로 줄여주면 좋겠어요,3,2022년
