날짜,리뷰,별점,month
2020년 1월 1일,자동저축은 좋긴한데 조금씩저축되는걸로 해놨는데 카드에 6000원있는데 5200원을 저축하는걸 보고 이게 조금씩 저축하는 건가 싶기도하고 카드연결하려고보면 항상 MG새마을금고만 빠져있더라고요 새마을쓰는 사람으로써 불편해요 카드연결하고싶은데 추가해주셨으면 좋겠습니다.,2,2020년
2019년 1월 21일,정말 편하고 좋아요 비상금 넣어뒀다가 필요할때 언제든지 빼쓰고 다른 은행들보다 이자도 잘나오고 ....무엇보다 지문 하나로 인증하니 편하고 정말 좋아요 ...이 앱이 영원하였으면 좋겠어요 정말 좋아요 비상금도 그렇고 송금도 무척 간편하고 정말 두말하면 주디아파서말못하겠고 그냥 한번 사용해봐요,5,2019년
2022년 9월 21일,제가 스미싱 문자를 받아서 확인할려고 토스에 들어갔는데 평소에는 그냥 들어가지는데 갑자기 직업과 집주소를 묻는 실행창이 뜨더라고요. 확인 때문에 어쩔 수 없이 선택했지만 찝찝하네요. 우연의 일치이길 바랍니다.,3,2022년
2023년 3월 1일,"요새 잔고 갱신이 늦네요, 이체가 안됐나싶어 해당 은행어플 들어가서 확인하는 일이 빈번해졌어요. 여러가지 기능을 추가하는 것도 좋지만 그래서 그런지 오히려 어플이 무거워지는 느낌이 드네요.",4,2023년
2019년 6월 22일,토스 너무 간편하게 사용하고 있어요. 금융은 무조건 어렵다고만 생각했는데 토스 앱으로 하나하나 사용해나가다보니 그렇게 어렵지 않다는 것을 알게 되었어요. 앞으로도 혁신적인 금융 서비스를 보다 편리하게 사용할 수 있게 해주세요. 국민금융앱 토스 화이팅♡,5,2019년
2019년 1월 8일,토스 앱 알림 1이 안사라집니다. 모든 알림 확인했는데도 불구하고 사라지질 않아서 불편하고 신경쓰이네요. 환경설정 및 다른 알림이 뜰만한 항목을 전부 확인해 보았지만 그 알림 1의 정체를 알 수가 없었습니다. 버그로 판단되는데 해결 부탁드립니다.,4,2019년
2021년 9월 8일,아니 장난하나 토스앱이 알아서 국민지원금 신청해준다고 해서 알림 등록하고 알림 떠서 토스 믿고 신청하기 눌러서 토스로 신청완료 떠서 된줄알았는데 어제 농협에서 신청완료 문자 안왔으면 은행 사이트에서 다시 신청하라고? 애초에 그 알림은 왜 안뜨는데 떴으면 어제 다시 신청했지 지원금이야 담주에 다시 신청하면 된다지만 왤케 번거롭게 만듬? 오류 뜰수도 있기는 한데 문자안왓으면 다시 신청해야한다고 알림은 와야할거 아니야 내가 앱에서 확인하는게 아니라,1,2021년
2023년 2월 22일,"있지도 않은 계좌의 비밀번호를 입력하지 못해서 계정이 잠겼대요. 그걸 풀려면 본인인증을 위해 계좌에 입금된 1원의 제목?? 을 입력해야하는데. 17세라서 통장밖에 없어요. 내역을 확인하기 위해 토스를 깐건데, 토스에서 내역을 확인하라고 하면 어떤 방법으로도 내역 확인은 못하는건가요?",1,2023년
2021년 10월 18일,토스뱅크 내 리스트에 메모기능이 절실히 필요합니다. 내소비 메뉴에서 메모기능은 사실 별 필요가 없습니다. 어떤 목적으로 송금했고 받았는지를 리스트에서 한눈에 확인해야하는데 그걸 못하니 답답하네요. 사이다뱅크는 해당 기능을 지원했는데 토스도 지원해주실거죠?,4,2021년
2022년 1월 2일,시스템 안정성이 최악이네요 앱에서 버튼이 그냥 장식 수준입니다. 누르면 또 동의하라하고 다시 처음으로 돌아가면 또 연결하라하고 연결 다한 후에 계좌 정보 누르면 또 연결하라하고 흔히 써먹는 뺑뺑이 수법을 굳이 앱에서까지 고증을 반영할 필요는 없겠죠!?,1,2022년
2022년 1월 14일,토스 인증서 발급은 좋은 선택이라고 생각합니다 다만 입대한 장병들의 경우 휴대폰 카메라를 켤 수 없게 막아놓습니다 토스인증서 발급 시 신분증을 반드시 카메라로 찍어야 하던데 다른 방법을 마련해주면 더 좋을 것 같습니다,4,2022년
2023년 3월 17일,잘 사용했었는데 어제부터 로딩에 시간이 너무 많이 걸립니다. 시스템 문제인지 서버 용량 부족인지는 모르겠지만 굉장히 불편해졌네요. 빠른 개선 부탁드려요,3,2023년
2019년 2월 4일,업뎃하고 당황했는데 어렵지 않네요 ㅋㅋㅋㅋ 몇몇분들이 업뎃이후 별로라는데 추가 업뎃으로 설정들어가서 구버전 ui 테마 적용가능하게 하면 될듯 하네요 새해복 많이 받으세요,5,2019년
2022년 1월 9일,업데이트 할수록 퇴보하는 느낌이 많이든다. 카드도 대놓고 있는것도 안된다하고 계좌도 계~~~~~속 등록해야하고 이럴꺼면 왜 사용하지 싶다. 괜히 내 정보만 가져다 바친듯한 느낌이 많이든다,1,2022년
2021년 12월 20일,제가 이런앱을 사용할줄도 모르고 처음 접해봐서 잘 모르지만 너무 간편히 제손에서 은행업무를 해결할수 있어서 정말 편리했어요. 근데 너무 무섭게도 주민등록증을 스캔하고 등록하는부분이 있더라고요. 꼭 그래야 하는건지 해도 안전한건지 궁금합니다.,3,2021년
2022년 3월 10일,평소에 광고로도 많이봐서 깔아봤습니다 전 만 12세 이상인 10년생 인데 토스 카드를 주문하여 제가 사용할수 있는 부분이 어떤게 있는지 모르겠어요 그리고 10년생 도 온라인에서 활용 가능한가요? 제가 그림그리는데 커미션 열어보려하니 카드나 계좌 등이 없어서 못 했거든요ㅜㅠ 혹시나 해서 여쭈어 보겠습니다,5,2022년
2022년 1월 12일,너무 편리하게 잘쓰고 있습니다. 모든 계좌를 한번에 다 관리하니 이런저런 앱을 다 깔지 않아도 되고 혜택도 커서 매일을 토스로 시작하고 마무리하네요,5,2022년
2021년 12월 7일,토스를 잘 활용을 하고있습니다 근데 재가 강제로? 자동이체 기부를 하게 되었는데 토스에서도 자동이체 기능이 있더군요.. 거기서 자동이체를 해지를 가능한가요? 아니면 불가능인가요? ((또는 자동이체에 아무것도 없으면 자동이체 신청이 안되어있는건가요?)),5,2021년
2020년 1월 11일,아니 잘 쓰고 있고 여러 이벤트도 좋았는데 이번에 업뎃하면서 돈상자 이벤트가 이상하게 바뀐거 같네요 분명 원래는 링크도 복사할 수 있었는데 바로 카톡으로 연결되네요 카톡으로 보내지 않고 복사해서 카페 같은데 올리고 싶은데 방법이 없네요 그러면서 복사하란 안내는 그대로인데요,3,2020년
2022년 3월 18일,개인적인 생각으로 굉장히 잘 만든 앱 같습니다. 특히 토스 아이디 제도가 매우 만족스럽습니다. 토스 특유의 글씨체도 예쁘고 접근성도 좋아요.,5,2022년
2021년 10월 11일,토스 만보기 업데이트 후 앱이 안열렸는데 하루만에 개발자 측에서 연락주셔서 알려준대로 하니 해결했어요. 업데이트 전만큼 매끄럽게 구동되진 않지만 빠른 대처와 확실한 서비스 좋아요.,4,2021년
2019년 2월 28일,"짱 좋음 엄청편리하고 모바일 상점이나 간단한결제는 이걸로 하고있어요 근데 토스이용가능한 곳이 좀 많았으면 하는 바람이... ex)11번가, 블리자드",5,2019년
2021년 5월 13일,토스주식은 렉이 너무심해요 심각하게 못쓸정도에요 장초반 장마강전에 얼마나중요한데 자꾸 렉걸리고 로딩안되고 돈이 왓다갓다하는데 벌써 얼마손실인지요 수정이 시급해요 누가사용하겠습니까.. 다른주식어플처럼 본인인증 접속할때 한번하면 계속 거래를 할수있게해줘야죠 호가 계속 변동하는데 거래 누를때마다 본인인증때문에 타이밍 계속 놓쳐요 웬만해선 이런글 잘안쓰는데 벌써 렉때문에 200만원 넘게 손실봤습니다 너무화가납니다 빨리수정해야될듯합니다 주식하는사람으로써 사용하는 메리트가 하나도없습니다 폰기종 s21이구요 안드로이드 최신버전입니다,1,2021년
2019년 11월 19일,"안녕하세요. 계좌를 연결하려고 하는데요. 신한은행 로그인을 하라고 해서 하는데 자꾸 되지가 않아 골치가 아픕니다. 카드는 등록을 했는데 계좌가 안 되고, 신한은행 회원가입은 분명히 했고, 로그인까지 했는데 토스에서는 되지가 않습니다. 해결해주세요.",1,2019년
2019년 10월 15일,"그런데,....보험진단을 좀더 확실한 전문상담원이 해주셨으면 해요 이중으로 실비보험으로 나간다고 나와서 ...정작 통화가 되고보니 그쪽에서 실수를 하셔서 오류가뜬걸로 마무리되었지만요.. 다른건 너무 흥미로우면서 재밌구요^^",5,2019년
2023년 3월 16일,그동안 이런 저런 거슬리는 부분들 있어도 꾸준히 이용해 왔는데 최근 업데이트 후로 버벅인다고 해야 될지 앱 전체적으로 퍼포먼스가 너무 떨어지네요. 이거 개선 안 되면 사용자들 다 떨어져 나갑니다.,3,2023년
2021년 11월 2일,다 좋습니다. 다만 안드로이드 (삼성)도 화면 잠금때 지문인식밖에 없는데 얼굴인식도 만들어주시면 더욱 편리할것같습니다.,4,2021년
2019년 11월 5일,제 핸드폰만 그런가요ㅠㅠ 행운퀴즈 하려고 들어가면 가끔 계속 로딩에 아예 들어가지지 않아요 데이터나 와이파이나.. 아예 종료하고 재접속해도 똑같고 심지어 송금하려고 켜도 계속 로딩중이니 못쓰는 경우가 많아요..,3,2019년
2022년 3월 21일,토스 정말 잘 사용하고 있고 좋긴 한데... 오픈채팅방 이용제한이 걸리면 제한기간은 어느정도인지 다시 이용할 수 있는지 궁금한데 그걸 알려주지않네요;;; 개선 부탁드립니다.,4,2022년
2022년 7월 14일,업데이트후 토스증권 속도가 너무너무너무 느려졌어요 정말 손해가 이만저만 아니네요 토스 사용 못하겠어요 속도 어떻게 좀해주세요 업데이터후 갑자기 잘 안되요. 네트워크 오류라고도 뜨구요. 조치부탁합니다,1,2022년
2021년 12월 17일,인증서 등록을 위해 신분증을 촬영하라 해서 찍었습니다. 그런데 신분증 정보를 확인할 수 없다며 재촬영을 몇 번이고 반복했는데도 진행이 되지를 않네요. 그런데 알람은 계속 오니 답답합니다.,3,2021년
2022년 1월 9일,지금까지 잘쓰고있었는데 업댓하고 앱이 아주 개판이 됐네요 인증서 연결도 복잡해지고 타행 입출금 내역은 갱신도 안되서 그 은행 앱으로 드가서 확인해야하고 다른분들 리뷰보니까 나만 그런것 같지도 않은데... 편리해서 썻었는데 지금은 만족도가 매우 떨어지네요,1,2022년
2021년 1월 2일,안녕하세요 잘쓰고 있습니다. 한가지 추가됐으면 하는 기능이 있어서요. 위젯으로 소비달력을 지원하실 수 있을까요? 토스로 모든 계좌를 관리하고 있는데 소비를 달력으로 보여주는 기존 기능을 위젯으로도 요청드립니다. 확인부탁드립니다.,4,2021년
2022년 8월 14일,안녕하세요 제가 쇼핑몰에서 토스페이로 결제를 하려고 하는데 결제창까지 가서 비밀번호를 누르면 다시 쇼핑몰 화면으로 돌아가면서 결제가 되지 않고 알림버튼을 누르고 진행하면 앱이 그냥 꺼져버립니다 무슨 문제일까요 다른 결제수단은 전부 잘됩니다,4,2022년
2022년 5월 22일,다 좋은데 어느 순간부터 총 잔액이 이상해졌어요 예를 들면 10000원에서 11500원으로 뜨길래 앱을 나갔다가 다시 들어가서 봤는데도 똑같고 전원을 껐다가 다시 켜서 봤는데도 똑같아요 이런 문제만 없으면 다 좋은 거 같아요!,4,2022년
2019년 12월 13일,계좌 연결 후 내역 확인하기에서 계속 서버에 문제가 있다고 나중에 다시 하라는데 기다려도 안되고 나중에 다시해도 안되는데 진짜 짜증나고 불편하고 화가납니다 서버가 고장난건지 아니면 다른 문제가 있는지를 알려주던가 그냥 서버 문제로 나중에 다시 시도하라고 하면 문제가 해결이 되나요? 빠른 답변 부탁드립니다 정말 짜증나고 불편해 죽겠네요,1,2019년
2021년 1월 23일,한눈에 내 계좌를 다 볼수 있는점 그리고 캐시백 참 좋아요 이번에 브랜드 캐시백 생기기전까지는요.. 내가 사용한 금액에서 캐시백 받는건데 포인트로 바뀌어서 캐시백 된다고 수수료 500원을 제외하는건 좀 아닌거 같은데요 토스 혜택 중 하나인 캐시백을 수수료 내면서 받을꺼면 캐시백 안하죠.... 그리고 브랜드도 선택의 폭이 너무 좁아요 내가 필요한걸 선택 할때가 더 나은듯 합니다 저는....,4,2021년
2021년 5월 17일,유튜브 15분짜리 동영상중 3번이상이 토스야 너무한거아니냐?! 광고처럼 보험금 찾아봤다 근데 국가랑 뭐가 다르냐 해줄것처럼 연예인들 불러다가 광고 했으면 쫌 제대로 토스만의 간편함을 줘야지 조건을 달아놓고 찾아가라고?! 지원금도 마찬가지드만!!! 말만 개선한다 하지말고 행동으로 보여봐 그러면 광고를 안해도 우리국민들이 이용을 많이해,1,2021년
2019년 1월 18일,은행에 로그인하려고 아이디와 비밀번호를 입력했는데 '오류횟수 초과로 로그인 제한상태입니다. 홈페이지 또는 앱에서 사용자암호 비밀번호를 재설정 한 후 사용하시기 바랍니다.' 라고 해서 암호 재설정하고 다시 해보고 토스 앱도 삭제하고 다시 깔아서 해봤는데 계속 뜨네요 어떻게 해야하나요...,2,2019년
2022년 9월 1일,사용하기 좋아요. 다른 결제도 다 되구요. 근데 오늘 갑자기 토스 앱을 들어가려고 누르면 나가지고 계속 중단됨 이라고 뜨네요. 이것만 고치면 진짜 좋은거 같은데 고쳐주세요. 토스 쓸 일이 많아서 이렇개 안들어가지면 좀 불편합니다. 이부분 고쳐주시길 바랍니다.,2,2022년
2019년 3월 18일,헐... 토스미션계좌에서 신한금융cma계좌로 돈옮기는것도 수수료횟수로 카운트하나요ㅡㅡ? 업뎃하고 너무안좋아졌네요 토스 그만사용해야겠네요. 계좌도 해지해야겠네요. 뭔 여기서 만든 cma계좌에서 토스미션계좌로 오가는것도 카운트하는지; 그럴거면 cma계좌를 주거래계좌로 개설해서 쓰지도 않았을거에요 진짜업뎃후 최악이네요.,1,2019년
2021년 11월 27일,"토스에 주식선물하기를 잘 쓰고있습니다. 하지만, 문자로 토스에 주식선물할수 있게 되어서 연락처를 꼭 알아야되네요. 카카오톡 메시지를 통해서 상대방에게 알람이 갔으면 좋겠습니다. 재난문자가 늘어나서 문자확인을 안하는 경우들도 있어, 선물보낸후 카톡으로 확인해달라고 요청을 해야되네요ㅠ",4,2021년
2020년 9월 10일,"월 10회 무료 수수료, 계좌번호도 전화번호인 점은 확실히 좋음. 하지만 그게 전부임. 자주있는 업데이트, 그로 인해 친구들은 걸음 수가 표기되지않는 현상이 발생. 만보기를 행운의 퀴즈와 함께 묶어 어플리케이션을 만들게 좋을 것 같음.",2,2020년
2019년 4월 20일,뱅크샐러드 사용하다가 토스를 설치해 사용해봤는데 매번 연결만 하려면 공인인증서 연동하라고한다 불편하다 한번연동하면 뱅크새러드첨 쭈욱 같은 은행 계좌들 정보를 한눈에 연동해서 나오고 내 연금도 일목요연하게 해주고 송금만 간편할지 모르겠지만 그저 일반 개발자가 만든 앱 시나오리보다 좋다고 볼수 없다,1,2019년
2019년 2월 20일,편리해용. 저는 해외에 있어서 은행 어플로 번번히 출국인증하기 귀찮았는데 토스 덕분에 간편하게 해결합니다. 계좌번호 껄끄럽게 물어보지 않고 번호로 전송되어서 편해요.,5,2019년
2021년 2월 15일,"토스 만보기 기능이 자꾸 멈추네요. 한참 걷고 있는데도 ""오늘도 걸어볼까요?""라는 메시지가 떠있습니다. 토스, 정말 잘 쓰고 있습니다. 기본에 충실한 토스가 되길요. 토스증권.... 관심종목 편집이 너무 불편합니다. 관심종목도 폴더관리 기능이 필요할 듯",5,2021년
2019년 5월 13일,"업뎃 이후 카드, 계좌 불러오기가 안되서 사용 할 수가 없어요. 공인인증서 로그인을 하면 계정이 올바르지 않다고 잠겨버립니다. 고객센터측은 제가 어플로 뭔갈 조작해서 계정이 잠겼다는데 정확하게 공인인증서 로그인할때마다 오류가 나네요. 매번 비대면실명인증으로 풀어야하고 푼다고 해도 계좌를 못불러와서 사용이 안됨",1,2019년
2022년 11월 17일,"앱에다가 뭔 장난질을 쳐놓은거유? 왜 만보기류나 각종 메뉴란을 클릭하면 들어가지지도 않고 시간은 촉박해죽겠고 별짓을 다해도 안되는데 이런때일수록 앱 상태 체크좀 해야할듯 싶음, 짜증이 솟아오르는데 제대로좀 합시다.",1,2022년
2023년 2월 24일,"토스 빠르고 편리합니다. 그런데 업데이트되고 홈 화면에 ""총 받은 포인트""라는 알림 뜨는게 싫어요. 설정을 어디서 할 수 있나요? 그렇지만 근처에 토스 켠 사람이 있으면 알람은 받고 싶어요.",5,2023년
2019년 5월 12일,계좌/카드 연결해서한눈에 지출파악하기좋아요 다만 기간을수정가능했으면 좋겠어요. 지금은 월별로나오는데 아무래도 저같이 월말이 아닌 셋째주정도에 월급받는 사람으로서는 월급지급일 기준으로 지출을 파악하기 불편하네용ㅠ,5,2019년
2020년 3월 25일,이걸 첨쓰기 시작한게 벌써 21살때쭘인가 부터니 3년이 됬는데 첨엔 토스 체크카드를 쓰게되면 이체 수수료가 무료라 이건 혁신이다 생각하며 사용해왔는데 갑자기 어느 순간부터 10회까만 무료.. 근데 어느순간부턴 아예 수수료가 나가버리니 아 이걸 쓸 필요가 있나 싶다 요즘은 이체조차 간편해 져서 굳이 쓸필요가없는데 메리트가 점점 사라지는 느낌이다 10회까지는 이해했다 돈은 벌어야하니 근데 점점 토스 이익을 위해서 업데이트가 되가니.. 좀 그렇다,2,2020년
2020년 4월 21일,항상 잘 쓰고 있으나 제가 자주 사용하는 기능 중 하나가 제가 가지고 있는 모든 계좌를 연결하여 자산확인을 한번에 하는건데 키움증권계좌는 미지원 은행이라고 연결이 안되네요.. 키움증권계좌도 입출금내역과 잔액 확인가능하도록 연동할수있게 해주시면 감사하겠습니다 ^^,4,2020년
2019년 11월 17일,"어플 잘 사용중입니다. 다만 송금 시 출금계좌를 선택할 때, 출금계좌 목록이 스크롤되지 않고 고정되어 있는 오류가 발생합니다. 폰 기종은 갤럭시노트10 입니다.",5,2019년
2019년 10월 16일,처음에 사용하기 어색했는데 사용하다보니 많이 편하네요. 계속 사용할듯 합니다. 개인적으로 보낼금액 다음에 나의계좌 설정시 약간 햇갈리는 부분이 생깁니다. 저만 그럴수 있겠지만 다른분께 송금하게 되는 일이 생겨서 생각 부탁드리는 의미에서 글 적어봅니다.,5,2019년
2022년 1월 14일,계정에 버그가 생긴건지 실행하려면 안들어가지고 앱이 꺼집니다. 재설치하면 잘 되는듯하다 계정 로그인하면 똑같이 튕기고 안들어가집니다.,1,2022년
2019년 2월 21일,수수료 제한을 두면 누가 사용하나요.. 토스머니 충전했다가 본인 계좌로 출금하는 것도 수수료를 물고... 투자 계좌 만들면 송금 제한 없다해서 만들었었는데 그것도 이제 의미없고.. 다들 카뱅써도 계좌보기 편해서 토스 고집했는데.. 참 의미없네요 업데이트 최악입니다,3,2019년
2021년 10월 17일,전체-신용 클릭하지마세용. 클릭하면 개인정보 제공 동의됩니다 각종 카드 사용내역 및 신용점수 보여짐. 난 신용점수 관심옶는디 문제는 클릭만 하면 개인정보 제공에 동의됨 실수라도 클릭하면 실수가 아님.,1,2021년
2021년 12월 22일,"카드 등록하는 단계에서 계속 오류가 납니다. 카드사 홈페이지 가입도 하고 카드 등록도 했는데, 연결된 카드 내역에 뜨지 않고 처음으로 되돌아갑니다. 이 외에도 잔오류가 너무 많아서 어플 재시작해야하는 상황이 많습니다.",1,2021년
2021년 1월 9일,사용하기에는 편리하지만 신용도를 확인하는 과정에서 여러 가지 문제점들을 발견할 수 있었습니다 한 번 클릭으로 손쉽게 자신의 신용도를 확인하기는 어렵겠지만 쉽게 접근하고 관리할 수 있는 프로그램이 함께 운용 되었으면 하는 바람입니다,4,2021년
2020년 4월 2일,간편하고 빠르고 수수료없던게 토스의 장점이였는데.. 지금은 같은은행간 이체도 수수료나가고 로딩이 너~무길어서 해당은행 앱사용하는게 더 빠름. 수정안되면 조만간 카카오로 옮겨탈듯..,1,2020년
2022년 2월 4일,토스 잘 쓰고있는데 업데이트가 너무 자주되고 실없는 업 보다 실속잇는 업됬음 좋겠습니다 업되면서 예전보다 계좌 추가 등록 하기가 복잡하고 너무 힘들어 졌어요 기본에 충실한 토스가 됐음 좋겟어요,3,2022년
2021년 8월 5일,간편한건 너무 좋다 근데 다른 기능들이 너무 없다 일단 손절가 알림 기능이라던가 이런것만 있어도 계속 볼일 없는데 사고파는것만 너무 쉽다. 차후 다른 증권으로갈아 탈듯,3,2021년
2020년 4월 22일,제게있어 거래관련에 대해서 최고의 필수 앱 입니다. 매우 간편한 거래를 도와주고 카톡과 토스만 이용하여 송금과 다른 금융제품을 확인합니다. 리뷰 잘 안쓰지만 너무 잘 쓰고있다 생각하여 1년 넘짓쓰다 올려봅니다 너무 감사드립니다. 광고가 없다는게 가장 좋은거같아요,5,2020년
2022년 10월 31일,"토스주식 다 좋은데, 계좌 여러개 만들 수 있으면 좋겠습니다. 단타계좌 장기계좌등 나눌 수 있으면 훨씬 편리할거같습니다.",4,2022년
2019년 11월 20일,진짜 진짜 좋은데 토스 만보기가 해당 기기에서는 실행이 안된다고 뜨네요. 폰이 완전 옛날폰도 아닌데 계속 실행할수 없는 기기라고 뜹니다. 제 폰 기기는 갤럭시 A7 (2018) 입니다.,4,2019년
2021년 11월 10일,"잘쓰고있었는데 업데이트 되기전부터 접속 아예안되더니, 업데이트 하고나서 또 되다가 아예 접속안되서 삭제하고 다시 깔았는데 카드일일이 연결하고, 계좌 연결하고 진짜 짜증나네요",1,2021년
2021년 9월 7일,빠르고 직관적인앱 기존은행앱들도 배웠으면합니다. 계좌복사하면 이체뜨는거 너무 편하네요. 이체수수료 무료도 좋고요. 포인트도 좋고요.,5,2021년
2022년 1월 5일,"업뎃할수록 사용이 불편해지는 이유는? 저번 업뎃이후로 이전보다 불편해서 불만이었는데, 이번엔 더 심함. 2022년 거래내역은 확인도 안되고 과거 내역도 출금, 입금만 표시돼서 내역확인은 불가. 유일하게 송금만 가능한데, 확인할 수 없음.",1,2022년
2021년 12월 29일,메인화면 카테고리 여러개 만들어 놓고 자동으로 정리하지 마시고 원래 하던대로 개인이 정리할 수 있게 해주세요. 엄청 짜증납니다. 전 펼쳐보기를 원하는데 알아서 묶여지니 정말 짜증나네요.,3,2021년
2020년 7월 12일,토스를 아주 편리하게 잘 사용하고 있는데요 한가지 문제점이 택시 결제를 할때마다 오류가 뜨고 되다 안되다 하더라구요 이점이 불편한거같습니다 택시기사님한테 욕 얻어먹은게 한두번이아니예요 ㅠㅠ 주로 토스만 쓰는데 .. 제 카드가 잘못된건지 토스카드 자체가 그런건지 궁금합니다,3,2020년
2023년 2월 25일,토스 함께 켜기는 좋지만 업데이트 이후 상태바에 크게 계속 알람이 떠서 끌수없는건 좀 거슬립니다ㅠ 만보기 알람도 이미 있었는데 2개가 동시에 떠있는건 불편하네요. 하나로 통합부탁드려요,3,2023년
2020년 1월 30일,와 토스만보기 점점 치사해지네요. 처음에는 만보만걸으면 100원이었다가 광고봐야지 100원준다하고.. 이번에는 만보걸어도 30원?? 친구초대해서해야지 간신히100원되고 ㅎㅎㅎ 더럽고치사해서안해요. 그냥 만보기때문에짜증나서 토스어플자체를지울려고요 다른어플할게요 새해부터 어플정리하게해줘서 감사합니다~~,1,2020년
2019년 3월 6일,처음 사용해 보는데 여러가지 만족스럽습니다 아시는분은 아시겠지만 송금 하는데 정말 편하네요! 앞으로 많은 기능을 알아봐가야겠네요!(마이너스통장 바로개설^^. 등등),5,2019년
2022년 12월 1일,업데이트가 안되고 열기로 계속 반복되는데 왜그런건가요? 지우고 다시깔면 그때만 잘되고 다시 들어가면 업데이트 화면만 나오네요 ㅠ 제 폰사양이 안좋아서 그러나요-?,4,2022년
2019년 3월 13일,토스 진짜 잘 쓰고 있었는데... 업데이트 이후 이상하게 바꼈어요...ㅠㅠㅠ 완전 별루에요....ㅠㅠㅠ 다시 돌려주시면 안되나요ㅠㅠㅠ 업데이트 되고 좋은게 거의 없고 쓰는것도 불편해요...😭😭 제일 문제는...!! 토스에 돈을 채워서 보내는 것은 다 무료 였는데... 이제 다 따로 취급해서 10번 무료더라구요... 제 토스머니에서 제 계좌에 옮기는것도 그 열번 안에 들어가구요...ㅠㅠㅠ 왜 그렇게 바뀐건가요....,3,2019년
2022년 2월 2일,"너무 잘 사용하고 있습니다. 미니스탁으로 미국 주식을 시작하여 토스로 넘어왔는데, 사용이 아주 간편하고 좋아요. 혜택이 조금씩 줄어드는 것은 약간 아쉽습니다.",5,2022년
2022년 1월 4일,나갔다 들어오면 계속 오픈뱅킹 연결해달라하고 계속 반복반복... 오류인지 쓰기가 너무 불편해요 ㅜㅜ 그리고 업데이트하고 부터 출금내역만 남고 입금내역은 거의 다 사라져서 불편합니다... 입금내역 되돌려주세요ㅜ,1,2022년
2022년 3월 26일,"잘 사용하고 있습니다. 다만, 요즘은 잔액 갱신이 느리네요. 이는 특정 계좌나 어플 재설치와는 무관한 문제인듯 합니다. 꼭 좀 보완 부탁드립니다.",3,2022년
2022년 3월 10일,"방금 토스를 통해 나도 모르고 있던 묵은 자산 계좌이체 통합 성공입니다! 이것은 금융혁신입니다.가장 우선되어 확보되어야 하는 신뢰,그리고 신속,두가지 다 대만족입니다. 저의 지문으로 다 처리 되었어요. 토스 감사합니다.",5,2022년
2019년 9월 9일,안드로이드 멀티윈도우 지원할 계획 없나요? 웬만한 앱에서는 기본적으로 지원되는 기능인데... 다른 앱 쓰면서 동시에 쓸 수 있으면 좋겠네요,3,2019년
2021년 9월 24일,아니 몇일전까지 잘 사용하다가 갑자기 계좌 잔액이 안보이길래 확인해보니 계좌 연결 다 끊어져 있네요 갑자기 이러는게 벌써 한두번이 넘어가요 번거롭고 귀찮은게 싫어서 이용중인 토스를 장기적으로 이용하려면 가끔가다 한번씩 계좌 재연결이라는 수고로움을 들여야하는게 맞는건가요? 답변 빨라서 별 두개 추가합니다,5,2021년
2020년 2월 19일,만보기 퀵패널 알람 배경 테마에 맞게 색이 변화 안되나요? 항상 흰색이거나 다크 모드일 때 검정이든데 차라리 항상 검정으로 해주세요.,4,2020년
2020년 4월 28일,토스를 사용할려고 깔긴했는데 카드연결할려고 하니까 제카드를 찾는중입니다 계속 그것만 뜨고 안넘어가네요 카드를 연결할려고해도 연결을 못하겠네요.. 그리고 계좌도 연결할려는데 토스뒤에 3자리 그거 치는거 계좌조회해서 다 번호 확인하고 쳤는데 아니라해서 다시해보고 이걸 5번이나 했는데 다아니래요 다 맞게 쳤는데 하...토스로 뭘할수가 없네요,2,2020년
2020년 4월 24일,토스 1년가까이 정말 잘쓰고 있는데요 송금 기능은 일부러 사용안했으면 하는 바램으로 만든건가요 무슨 초고사양 겜 하는것도 아니고 렉 미친듯이 오지는것 같아요 지금폰이 오래되서 더 심한것 같기도 한데 최신폰으로 사용해도 그나마 조금 나을뿐이지 은행앱에서도 이거보다 무거운 앱은 없는것 같아요,3,2020년
2020년 5월 4일,"토스 수입지출 한거번에 보는 달력이 보기 편하고 좋았는데, 소비내역만 보여줘서 좀 아쉽네요. 다시 복구되었으면 좋겠습니다.",4,2020년
2019년 1월 8일,"간단한 결제,송금,거래 등등이 가능하여 매우 유용하게 사용하고 있습니다. 자주 결제를 이용하는 사람이라면 꼭 한번쯤은 사용해 보면 좋겠네요!",5,2019년
2019년 3월 13일,송금 마지막과정에 비밀번호만 입력하면 간편하게 금방 송금할수있어서 너무 편해요. 그리고 은행계좌 복사하자마자 바로 토스 알람떠서 이 계좌로 송금할건지 물어봐줘서 그것도 편리해요 .! 정말 잘 사용하고있습니다 토스 화이팅 짱짱맨 사랑해요,5,2019년
2019년 1월 27일,정말 좋은데 딱하나 건의사항이 수입지출 내역을 자동으로 나눠줘서 편하긴한데 잘못분류되는게 있거든요! 이미 자동으로 분류되어있어도 제가 직접 카테고리를 이동시킬수 있었으면 좋겠네요!!^-^,4,2019년
2019년 2월 23일,정말 편하게 잘 쓰고 있습니다. 한가지 아쉬운것은 거래내역 상세 조회에서 받은이 통장표시 내용을 차후 확인할 수 있으면 좋겠습니다. 한번씩 확인이 필요한 경우가 있을 때 아쉽네요~^^ 수고하세요.,5,2019년
